location;time;key_figure;value;additional_value;value_unit;source_type;source_title;source_author;source_year_of_publication;source_edition;source_url;source_url_access_date;published
Denmark;2020-08;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"5420279;139920;1279795";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"5420279;139920;1279795";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"5420279;139920;1279795";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;"5420279;139920;1279795;5420279;139920;1279795";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0.068965517;";5420279;5420279;139920";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"5420279;139920;5420279;139920;1279795";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"465517;6937179;6937179";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0.677419355;";465517";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-04;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;465517;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-05;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;465517;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-06;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;465517;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-07;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;465517;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-08;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;465517;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"465517;6937179;6937179;465517";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"465517;465517;6937179;465517;6937179;6937179";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0.580645161;";94784";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-04;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-05;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-06;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-07;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-08;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;1;94784;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;"94784;94784";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-01;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-02;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-03;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-04;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-04;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-04;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-05;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-05;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-05;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-06;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-06;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-06;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-07;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-07;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-07;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-08;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-08;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-08;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-09;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-10;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Denmark;2020-11;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0.806451613;";8880110";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;8880110;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;1;8880110;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;"8880110;8880110";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"7650569;7650569;1596515;2514283;1828474;8880110;7650569;7650569;1596515;2514283;1828474;8880110;1828474";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"7650569;7650569;1596515;2514283";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;"7650569;7650569;1596515;2514283;1828474;8880110;1828474;1596515;2514283;8880110";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"7650569;7650569;1596515;2514283;7650569;7650569;1596515;2514283;1828474";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0.64516129;";7650569";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;7650569;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631;6238826";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0.64516129;";6238826;6238826;9943631";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;1;"6238826;9943631";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;"6238826;9943631;6238826;9943631";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0.483870968;"7650569;7650569;7650569;7650569;1596515;7650569;7650569;1596515;2514283";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"7650569;7650569;1596515;2514283;1828474;8880110;1828474";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;1;"7650569;7650569;1596515;2514283;1828474;7650569;7650569;1596515;2514283;1828474;8880110";Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-01;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a government implemented a policy requiring people to self-quarantine in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-02;Proportion of a month in which a country implemented a policy to restrict mass gatherings in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-03;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-04;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-05;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-06;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a government implemented policy requiring people to quarantine in a government facility in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-07;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-08;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-09;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-10;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a government implemented an External Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a government implemented an Internal Border Restriction in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
Estonia;2020-11;Proportion of a month in which a government implemented a policy requiring people to quarantine in a facility outside of a government facility or at home (e.g. a hotel) in response to COVID-19;0;;Policy duration per month;web;CoronaNet Research Project;NA;2020;;https://www.coronanet-project.org/;2020-11-11;1
